objectid,autonomia,carretera,causa,fechahora_ini,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incidencia,sentido,tipo,tipolocalizacion,version_incidencia,x,xml_fragment,xml_id,xml_matched_element,xml_parent_child_pos,xml_parent_id,y,x1,y1,actualizado
6603456,COMUNITAT VALENCIANA,CV-902,OBRAS EN GENERAL,2019/10/06 13:07:00,,A,NEGRO,0.8,0,ALMORADI,ALICANTE/ALACANT,OA910068011,AMBOS SENTIDOS,OBRAS,0,1,3810528,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALMORADI</poblacion>
<fechahora_ini>2019-10-06 13:07</fechahora_ini>
<nivel>NEGRO</nivel>
<carretera>CV-902</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   0.8</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OA910068011</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.10528</x>
<y>-0.78405</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.26,incidencia,,,-78405,-0.78405,38.10528,21/07/2020 13:03:27
6603457,COMUNITAT VALENCIANA,N-332,OBRAS EN GENERAL,2019/12/18 11:01:00,CARTAGENA,A,NEGRO,98,98,ALTET (EL),ALICANTE/ALACANT,OA912188198,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,382853738,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALTET (EL)</poblacion>
<fechahora_ini>2019-12-18 11:01</fechahora_ini>
<nivel>NEGRO</nivel>
<carretera>N-332</carretera>
<pk_inicial>  98.0</pk_inicial>
<pk_final>  98.0</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia>CARTAGENA</hacia>
<ref_incidencia>OA912188198</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>38.2853738</x>
<y>-0.5343329</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.27,incidencia,,,-5343329,-0.5343329,38.2853738,21/07/2020 13:03:27
6603458,COMUNITAT VALENCIANA,N-332,OBRAS EN GENERAL,2018/06/19 10:01:00,,A,AMARILLO,151,149,BENIDORM,ALICANTE/ALACANT,OA806198158,AMBOS SENTIDOS,OBRAS,0,1,385568021,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BENIDORM</poblacion>
<fechahora_ini>2018-06-19 10:01</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>N-332</carretera>
<pk_inicial> 149.0</pk_inicial>
<pk_final> 151.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OA806198158</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.5568021</x>
<y>-0.1231051</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.28,incidencia,,,-1231051,-0.1231051,38.5568021,21/07/2020 13:03:27
6603459,COMUNITAT VALENCIANA,N-332,OBRAS EN GENERAL,2019/10/29 22:00:00,VALENCIA,A,AMARILLO,179.8,178.6,BENISSA,ALICANTE/ALACANT,OA912189218,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,387252225,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BENISSA</poblacion>
<fechahora_ini>2019-10-29 22:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>N-332</carretera>
<pk_inicial> 178.6</pk_inicial>
<pk_final> 179.8</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia>VALENCIA</hacia>
<ref_incidencia>OA912189218</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.7252225</x>
<y>0.0675875</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.29,incidencia,,,675875,0.0675875,38.7252225,21/07/2020 13:03:27
6603460,COMUNITAT VALENCIANA,CV-95,OBRAS EN GENERAL,2019/12/05 10:04:00,MURCIA,A,AMARILLO,4.5,4.5,BIGASTRO,ALICANTE/ALACANT,OA912059239,AMBOS SENTIDOS,OBRAS,0,1,38064599,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BIGASTRO</poblacion>
<fechahora_ini>2019-12-05 10:04</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>CV-95</carretera>
<pk_inicial>   4.5</pk_inicial>
<pk_final>   4.5</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia>MURCIA</hacia>
<ref_incidencia>OA912059239</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.064599</x>
<y>-0.9062907</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.30,incidencia,,,-9062907,-0.9062907,38.064599,21/07/2020 13:03:27
6603461,COMUNITAT VALENCIANA,N-332,OBRAS EN GENERAL,2018/02/19 09:00:00,VALENCIA,A,AMARILLO,169,169,CALP,ALICANTE/ALACANT,OA803038026,NORTE,OBRAS,0,1,386537348,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CALP</poblacion>
<fechahora_ini>2018-02-19 09:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>N-332</carretera>
<pk_inicial> 169.0</pk_inicial>
<pk_final> 169.0</pk_final>
<sentido>NORTE</sentido>
<hacia>VALENCIA</hacia>
<ref_incidencia>OA803038026</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.6537348</x>
<y>0.0373777</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.31,incidencia,,,373777,0.0373777,38.6537348,21/07/2020 13:03:27
6603462,COMUNITAT VALENCIANA,N-332,OBRAS EN GENERAL,2018/03/02 07:00:00,,A,AMARILLO,170,169.7,CALP,ALICANTE/ALACANT,OA803038025,AMBOS SENTIDOS,OBRAS,0,1,386625392,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CALP</poblacion>
<fechahora_ini>2018-03-02 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>N-332</carretera>
<pk_inicial> 169.7</pk_inicial>
<pk_final> 170.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OA803038025</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.6625392</x>
<y>0.0350557</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.32,incidencia,,,350557,0.0350557,38.6625392,21/07/2020 13:03:27
6603463,COMUNITAT VALENCIANA,CV-70,OBRAS EN GENERAL,2020/06/02 08:47:00,,A,NEGRO,4.8,4.5,COCENTAINA,ALICANTE/ALACANT,OA006029155,AMBOS SENTIDOS,OBRAS,0,1,387014834,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>COCENTAINA</poblacion>
<fechahora_ini>2020-06-02 08:47</fechahora_ini>
<nivel>NEGRO</nivel>
<carretera>CV-70</carretera>
<pk_inicial>   4.5</pk_inicial>
<pk_final>   4.8</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OA006029155</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.7014834</x>
<y>-0.4264158</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.33,incidencia,,,-4264158,-0.4264158,38.7014834,21/07/2020 13:03:27
6603464,COMUNITAT VALENCIANA,CV-935,OBRAS EN GENERAL,2019/10/06 13:08:00,,A,NEGRO,0.8,0,DOLORES,ALICANTE/ALACANT,OA910069014,AMBOS SENTIDOS,OBRAS,0,1,3809605,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>DOLORES</poblacion>
<fechahora_ini>2019-10-06 13:08</fechahora_ini>
<nivel>NEGRO</nivel>
<carretera>CV-935</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   0.8</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OA910069014</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.09605</x>
<y>-0.79523</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.34,incidencia,,,-79523,-0.79523,38.09605,21/07/2020 13:03:27
6603465,COMUNITAT VALENCIANA,CV-770,TRABAJOS DE MANTENIMIENTO,2019/03/04 00:00:00,,A,NEGRO,7,7,ORCHETA,ALICANTE/ALACANT,OA902159235,AMBOS SENTIDOS,OBRAS,0,1,385511963,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>ORCHETA</poblacion>
<fechahora_ini>2019-03-04 00:00</fechahora_ini>
<nivel>NEGRO</nivel>
<carretera>CV-770</carretera>
<pk_inicial>   7.0</pk_inicial>
<pk_final>   7.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OA902159235</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.5511963</x>
<y>-0.2670671</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.35,incidencia,,,-2670671,-0.2670671,38.5511963,21/07/2020 13:03:27
6603466,CASTILLA-LA MANCHA,A-31,TRABAJOS DE MANTENIMIENTO,2020/07/21 07:27:00,ALICANTE,AB,VERDE,76,73,ALBACETE,ALBACETE,AB007218165,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,390183266,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>ALBACETE</poblacion>
<fechahora_ini>2020-07-21 07:27</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-31</carretera>
<pk_inicial>  73.0</pk_inicial>
<pk_final>  76.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia>ALICANTE</hacia>
<ref_incidencia>AB007218165</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>39.0183266</x>
<y>-1.8633779</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.36,incidencia,,,-18633779,-1.8633779,39.0183266,21/07/2020 13:03:27
6603467,CASTILLA-LA MANCHA,N-322,OBRAS EN GENERAL,2020/07/21 11:14:00,,AB,VERDE,364,363,,ALBACETE,AB007219202,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39064867,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion></poblacion>
<fechahora_ini>2020-07-21 11:14</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>N-322</carretera>
<pk_inicial> 363.0</pk_inicial>
<pk_final> 364.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>AB007219202</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>39.064867</x>
<y>-1.8230464</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.37,incidencia,,,-18230464,-1.8230464,39.064867,21/07/2020 13:03:27
6603468,CASTILLA-LA MANCHA,A-30,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:20:00,,AB,VERDE,29.1,29.8,,ALBACETE,AB007218191,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,387552837,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion></poblacion>
<fechahora_ini>2020-07-21 09:20</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-30</carretera>
<pk_inicial>  29.8</pk_inicial>
<pk_final>  29.1</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>AB007218191</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>38.7552837</x>
<y>-1.693358</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.38,incidencia,,,-1693358,-1.693358,38.7552837,21/07/2020 13:03:27
6603469,CASTILLA-LA MANCHA,N-322A,OBRAS EN GENERAL,2020/07/21 07:15:00,,AB,ROJO,398.5,397.7,FUENTEALBILLA,ALBACETE,AB007218043,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,392644892,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>FUENTEALBILLA</poblacion>
<fechahora_ini>2020-07-21 07:15</fechahora_ini>
<nivel>ROJO</nivel>
<carretera>N-322A</carretera>
<pk_inicial> 397.7</pk_inicial>
<pk_final> 398.5</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>AB007218043</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>39.2644892</x>
<y>-1.5562005</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.39,incidencia,,,-15562005,-1.5562005,39.2644892,21/07/2020 13:03:27
6603470,CASTILLA-LA MANCHA,A-31,TRABAJOS DE MANTENIMIENTO,2020/06/03 11:13:00,ALICANTE,AB,VERDE,68,64.6,GINETA (LA),ALBACETE,AB006038217,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,390600814,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>GINETA (LA)</poblacion>
<fechahora_ini>2020-06-03 11:13</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-31</carretera>
<pk_inicial>  64.6</pk_inicial>
<pk_final>  68.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia>ALICANTE</hacia>
<ref_incidencia>AB006038217</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>39.0600814</x>
<y>-1.9330279</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.40,incidencia,,,-19330279,-1.9330279,39.0600814,21/07/2020 13:03:27
6603471,CASTILLA-LA MANCHA,A-31,TRABAJOS DE MANTENIMIENTO,2020/07/21 07:56:00,ALICANTE,AB,VERDE,118,113.6,HIGUERUELA,ALBACETE,AB007218167,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,389000471,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>HIGUERUELA</poblacion>
<fechahora_ini>2020-07-21 07:56</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-31</carretera>
<pk_inicial> 113.6</pk_inicial>
<pk_final> 118.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia>ALICANTE</hacia>
<ref_incidencia>AB007218167</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.9000471</x>
<y>-1.4679232</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.41,incidencia,,,-14679232,-1.4679232,38.9000471,21/07/2020 13:03:27
6603472,CASTILLA-LA MANCHA,A-30,TRABAJOS DE MANTENIMIENTO,2020/07/21 07:05:00,,AB,VERDE,23.9,25.4,POZO BUENO,ALBACETE,AB007219034,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,387923157,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>POZO BUENO</poblacion>
<fechahora_ini>2020-07-21 07:05</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-30</carretera>
<pk_inicial>  25.4</pk_inicial>
<pk_final>  23.9</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>AB007219034</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>38.7923157</x>
<y>-1.7236719</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.42,incidencia,,,-17236719,-1.7236719,38.7923157,21/07/2020 13:03:27
6603473,CASTILLA-LA MANCHA,A-30,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:20:00,ALBACETE,AB,VERDE,29.8,29.1,POZO CAÑADA,ALBACETE,AB007218194,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,387623374,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>POZO CAÑADA</poblacion>
<fechahora_ini>2020-07-21 09:20</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-30</carretera>
<pk_inicial>  29.1</pk_inicial>
<pk_final>  29.8</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia>ALBACETE</hacia>
<ref_incidencia>AB007218194</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.7623374</x>
<y>-1.6974532</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.43,incidencia,,,-16974532,-1.6974532,38.7623374,21/07/2020 13:03:27
6603474,CASTILLA-LA MANCHA,A-30,TRABAJOS DE MANTENIMIENTO,2020/07/21 07:04:00,,AB,VERDE,25.1,23.1,POZO CAÑADA,ALBACETE,AB007218039,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,388018861,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>POZO CAÑADA</poblacion>
<fechahora_ini>2020-07-21 07:04</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-30</carretera>
<pk_inicial>  23.1</pk_inicial>
<pk_final>  25.1</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>AB007218039</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>38.8018861</x>
<y>-1.740442</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.44,incidencia,,,-1740442,-1.740442,38.8018861,21/07/2020 13:03:27
6603475,CASTILLA-LA MANCHA,A-30,TRABAJOS DE MANTENIMIENTO,2020/07/21 06:53:00,,AB,VERDE,25,23,POZO CAÑADA,ALBACETE,AB007219151,AMBOS SENTIDOS,OBRAS,0,1,388018693,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>POZO CAÑADA</poblacion>
<fechahora_ini>2020-07-21 06:53</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-30</carretera>
<pk_inicial>  23.0</pk_inicial>
<pk_final>  25.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>AB007219151</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>38.8018693</x>
<y>-1.7407925</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.45,incidencia,,,-17407925,-1.7407925,38.8018693,21/07/2020 13:03:27
6603476,ANDALUCIA,A-332,OBRAS EN GENERAL,2020/07/21 08:07:00,,AL,VERDE,28.6,28.4,CAPARROSES (LOS),ALMERIA,AL007218120,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,373677565,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CAPARROSES (LOS)</poblacion>
<fechahora_ini>2020-07-21 08:07</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-332</carretera>
<pk_inicial>  28.4</pk_inicial>
<pk_final>  28.6</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>AL007218120</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>37.3677565</x>
<y>-1.6890916</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.46,incidencia,,,-16890916,-1.6890916,37.3677565,21/07/2020 13:03:27
6603477,ANDALUCIA,A-332,OBRAS EN GENERAL,2020/07/21 07:55:00,,AL,VERDE,28.6,28.4,CAPARROSES (LOS),ALMERIA,AL007218077,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,373677565,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CAPARROSES (LOS)</poblacion>
<fechahora_ini>2020-07-21 07:55</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-332</carretera>
<pk_inicial>  28.4</pk_inicial>
<pk_final>  28.6</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>AL007218077</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>37.3677565</x>
<y>-1.6890916</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.47,incidencia,,,-16890916,-1.6890916,37.3677565,21/07/2020 13:03:27
6603478,ANDALUCIA,A-332,OBRAS EN GENERAL,2020/07/21 08:08:00,,AL,VERDE,28.4,28.6,CAPARROSES (LOS),ALMERIA,AL007219113,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,373743648,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CAPARROSES (LOS)</poblacion>
<fechahora_ini>2020-07-21 08:08</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-332</carretera>
<pk_inicial>  28.6</pk_inicial>
<pk_final>  28.4</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>AL007219113</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>37.3743648</x>
<y>-1.6816656</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.48,incidencia,,,-16816656,-1.6816656,37.3743648,21/07/2020 13:03:27
6603479,ANDALUCIA,A-332,OBRAS EN GENERAL,2020/07/21 07:56:00,,AL,VERDE,28.4,28.6,CAPARROSES (LOS),ALMERIA,AL007219073,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,373743648,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CAPARROSES (LOS)</poblacion>
<fechahora_ini>2020-07-21 07:56</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-332</carretera>
<pk_inicial>  28.6</pk_inicial>
<pk_final>  28.4</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>AL007219073</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>37.3743648</x>
<y>-1.6816656</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.49,incidencia,,,-16816656,-1.6816656,37.3743648,21/07/2020 13:03:27
